0.0 1.000 -0.000 -0.000 -0.000 1 STANDING
50.0 1.000 -0.003 -0.030 -0.000 1 STANDING
100.0 0.998 -0.005 -0.060 -0.000 1 STANDING
150.0 0.996 -0.006 -0.090 -0.000 1 STANDING
200.0 0.993 -0.007 -0.119 -0.000 1 STANDING
250.0 0.989 -0.008 -0.148 -0.000 1 STANDING
300.0 0.984 -0.008 -0.177 -0.001 1 STANDING
350.0 0.979 -0.008 -0.205 -0.001 1 STANDING
400.0 0.973 -0.006 -0.233 -0.001 1 STANDING
450.0 0.966 -0.005 -0.260 -0.002 1 STANDING
500.0 0.958 -0.005 -0.286 -0.002 1 STANDING
550.0 0.950 -0.005 -0.312 -0.002 1 STANDING
600.0 0.942 -0.006 -0.337 -0.002 1 STANDING
650.0 0.932 -0.005 -0.361 -0.002 1 STANDING
700.0 0.923 -0.004 -0.385 -0.003 1 STANDING
750.0 0.913 -0.004 -0.408 -0.003 1 STANDING
800.0 0.902 -0.003 -0.431 -0.003 1 STANDING
850.0 0.891 -0.003 -0.453 -0.004 1 STANDING
900.0 0.880 -0.003 -0.475 -0.004 1 STANDING
950.0 0.869 -0.003 -0.495 -0.004 1 STANDING
1000.0 0.857 -0.003 -0.515 -0.004 1 STANDING
1050.0 0.845 -0.003 -0.535 -0.004 1 STANDING
1100.0 0.833 -0.002 -0.553 -0.004 1 STANDING
1150.0 0.821 -0.002 -0.571 -0.005 1 STANDING
1200.0 0.808 -0.002 -0.589 -0.005 1 STANDING
1250.0 0.795 -0.003 -0.607 -0.003 1 STANDING
1300.0 0.782 -0.007 -0.623 -0.000 1 STANDING
1350.0 0.769 -0.006 -0.640 -0.002 1 STANDING
1400.0 0.782 -0.007 -0.623 -0.001 1 STANDING
1450.0 0.774 0.011 -0.634 -0.015 1 STANDING
1500.0 0.781 -0.009 -0.624 0.001 1 STANDING
1550.0 0.793 0.003 -0.609 -0.008 1 STANDING
1600.0 0.781 -0.006 -0.625 -0.001 1 STANDING
1650.0 0.792 0.008 -0.611 -0.012 1 STANDING
1700.0 0.778 0.008 -0.628 -0.012 1 STANDING
1750.0 0.790 0.020 -0.613 -0.022 1 STANDING
1800.0 0.782 0.002 -0.623 -0.007 1 STANDING
1850.0 0.781 -0.022 -0.624 0.012 1 STANDING
1900.0 0.782 0.002 -0.623 -0.007 1 STANDING
1950.0 0.781 -0.022 -0.624 0.011 1 STANDING
2000.0 0.780 0.002 -0.626 -0.007 1 STANDING
2050.0 0.779 0.025 -0.626 -0.026 1 STANDING
2100.0 0.776 0.003 -0.631 -0.008 1 STANDING
2150.0 0.781 -0.019 -0.624 0.010 1 STANDING
2200.0 0.794 -0.010 -0.608 0.003 1 STANDING
2250.0 0.781 -0.009 -0.625 0.002 1 STANDING
2300.0 0.793 0.003 -0.610 -0.008 1 STANDING
2350.0 0.780 -0.003 -0.626 -0.003 1 STANDING
2400.0 0.773 0.017 -0.634 -0.019 1 STANDING
2450.0 0.781 -0.002 -0.624 -0.003 1 STANDING
2500.0 0.791 0.014 -0.612 -0.017 1 STANDING
2550.0 0.782 -0.002 -0.624 -0.003 1 STANDING
2600.0 0.793 0.009 -0.608 -0.012 1 STANDING
2650.0 0.790 -0.014 -0.614 0.006 1 STANDING
2700.0 0.792 0.009 -0.610 -0.013 1 STANDING
2750.0 0.784 -0.009 -0.621 0.002 1 STANDING
2800.0 0.784 0.015 -0.620 -0.017 1 STANDING
2850.0 0.779 -0.006 -0.627 0.000 1 STANDING
2900.0 0.790 0.006 -0.613 -0.010 1 STANDING
2950.0 0.803 0.001 -0.596 -0.006 1 STANDING
3000.0 0.790 0.005 -0.613 -0.009 1 STANDING
3050.0 0.777 0.004 -0.629 -0.008 1 STANDING
3100.0 0.790 0.008 -0.612 -0.012 1 STANDING
3150.0 0.778 -0.000 -0.628 -0.005 1 STANDING
3200.0 0.789 0.013 -0.614 -0.016 1 STANDING
3250.0 0.779 -0.000 -0.627 -0.005 1 STANDING
3300.0 0.789 0.015 -0.614 -0.017 1 STANDING
3350.0 0.776 0.010 -0.631 -0.013 1 STANDING
3400.0 0.789 0.018 -0.614 -0.019 1 STANDING
3450.0 0.778 0.004 -0.628 -0.008 1 STANDING
3500.0 0.780 -0.020 -0.625 0.011 1 STANDING
3550.0 0.780 0.004 -0.626 -0.008 1 STANDING
3600.0 0.787 0.024 -0.616 -0.024 1 STANDING
3650.0 0.799 0.010 -0.602 -0.014 1 STANDING
3700.0 0.785 0.011 -0.619 -0.014 1 STANDING
3750.0 0.777 -0.007 -0.629 0.000 1 STANDING
3800.0 0.783 0.014 -0.622 -0.017 1 STANDING
3850.0 0.775 -0.004 -0.632 -0.002 1 STANDING
3900.0 0.788 0.002 -0.616 -0.007 1 STANDING
3950.0 0.800 0.010 -0.599 -0.014 1 STANDING
4000.0 0.788 0.005 -0.616 -0.009 1 STANDING
4050.0 0.783 -0.017 -0.622 0.008 1 STANDING
4100.0 0.789 0.004 -0.614 -0.008 1 STANDING
4150.0 0.780 -0.014 -0.625 0.005 1 STANDING
4200.0 0.789 0.004 -0.614 -0.008 1 STANDING
4250.0 0.803 0.008 -0.596 -0.012 1 STANDING
4300.0 0.790 0.004 -0.613 -0.008 1 STANDING
4350.0 0.784 0.026 -0.619 -0.025 1 STANDING
4400.0 0.788 0.003 -0.615 -0.007 1 STANDING
4450.0 0.780 0.022 -0.624 -0.023 1 STANDING
4500.0 0.790 0.004 -0.614 -0.009 1 STANDING
4550.0 0.778 0.016 -0.628 -0.017 1 STANDING
4600.0 0.790 0.005 -0.613 -0.009 1 STANDING
4650.0 0.778 0.016 -0.628 -0.018 1 STANDING
4700.0 0.790 0.003 -0.613 -0.008 1 STANDING
4750.0 0.781 0.022 -0.623 -0.022 1 STANDING
4800.0 0.790 0.003 -0.613 -0.007 1 STANDING
4850.0 0.784 0.024 -0.620 -0.024 1 STANDING
4900.0 0.789 0.002 -0.614 -0.007 1 STANDING
4950.0 0.779 -0.012 -0.627 0.004 1 STANDING
5000.0 0.790 0.001 -0.613 -0.006 1 STANDING
5050.0 0.778 -0.009 -0.628 0.001 1 STANDING
5100.0 0.790 0.004 -0.614 -0.008 1 STANDING
5150.0 0.776 0.006 -0.630 -0.010 1 STANDING
5200.0 0.790 0.006 -0.613 -0.010 1 STANDING
5250.0 0.778 0.016 -0.628 -0.018 1 STANDING
5300.0 0.791 0.010 -0.611 -0.014 1 STANDING
5350.0 0.780 0.023 -0.625 -0.023 1 STANDING
5400.0 0.791 0.009 -0.611 -0.013 1 STANDING
5450.0 0.778 0.008 -0.628 -0.011 1 STANDING
5500.0 0.792 0.006 -0.611 -0.010 1 STANDING
5550.0 0.779 0.011 -0.627 -0.014 1 STANDING
5600.0 0.792 0.012 -0.610 -0.015 1 STANDING
5650.0 0.780 0.022 -0.625 -0.023 1 STANDING
5700.0 0.792 0.010 -0.610 -0.014 1 STANDING
5750.0 0.779 0.018 -0.626 -0.019 1 STANDING
5800.0 0.791 0.006 -0.611 -0.010 1 STANDING
5850.0 0.779 0.013 -0.627 -0.016 1 STANDING
5900.0 0.792 0.009 -0.610 -0.013 1 STANDING
5950.0 0.780 0.020 -0.625 -0.021 1 STANDING
6000.0 0.792 0.009 -0.610 -0.012 1 STANDING
6050.0 0.780 0.018 -0.625 -0.020 1 STANDING
6100.0 0.792 0.006 -0.610 -0.011 1 STANDING
6150.0 0.779 0.012 -0.627 -0.014 1 STANDING
6200.0 0.792 0.006 -0.610 -0.010 1 STANDING
6250.0 0.779 0.009 -0.627 -0.012 1 STANDING
6300.0 0.792 -0.001 -0.611 -0.005 1 STANDING
6350.0 0.781 0.013 -0.625 -0.015 1 STANDING
6400.0 0.791 -0.004 -0.612 -0.002 1 STANDING
6450.0 0.783 0.015 -0.622 -0.017 1 STANDING
6500.0 0.787 -0.007 -0.617 0.001 1 STANDING
6550.0 0.779 0.012 -0.627 -0.014 1 STANDING
6600.0 0.791 0.023 -0.611 -0.024 1 STANDING
6650.0 0.781 0.007 -0.624 -0.011 1 STANDING
6700.0 0.776 -0.015 -0.630 0.007 1 STANDING
6750.0 0.782 0.007 -0.624 -0.011 1 STANDING
6800.0 0.788 0.027 -0.614 -0.027 1 STANDING
6850.0 0.793 0.005 -0.609 -0.010 1 STANDING
6900.0 0.781 0.014 -0.624 -0.017 1 STANDING
6950.0 0.777 -0.009 -0.629 0.001 1 STANDING
7000.0 0.775 0.014 -0.632 -0.017 1 STANDING
7050.0 0.777 -0.009 -0.630 0.002 1 STANDING
7100.0 0.787 0.006 -0.617 -0.010 1 STANDING
7150.0 0.801 0.007 -0.599 -0.011 1 STANDING
7200.0 0.788 0.006 -0.616 -0.010 1 STANDING
7250.0 0.784 -0.017 -0.620 0.008 1 STANDING
7300.0 0.789 0.005 -0.614 -0.009 1 STANDING
7350.0 0.782 -0.014 -0.623 0.006 1 STANDING
7400.0 0.790 0.005 -0.613 -0.009 1 STANDING
7450.0 0.802 -0.007 -0.598 -0.001 1 STANDING
7500.0 0.790 0.004 -0.613 -0.009 1 STANDING
7550.0 0.784 0.026 -0.619 -0.026 1 STANDING
7600.0 0.788 0.003 -0.615 -0.008 1 STANDING
7650.0 0.780 0.022 -0.624 -0.023 1 STANDING
7700.0 0.789 0.004 -0.614 -0.009 1 STANDING
7750.0 0.778 0.016 -0.628 -0.018 1 STANDING
7800.0 0.790 0.005 -0.613 -0.009 1 STANDING
7850.0 0.778 0.016 -0.628 -0.018 1 STANDING
7900.0 0.790 0.003 -0.613 -0.008 1 STANDING
7950.0 0.781 0.022 -0.623 -0.022 1 STANDING
8000.0 0.790 0.003 -0.613 -0.008 1 STANDING
8050.0 0.784 0.024 -0.620 -0.024 1 STANDING
